dateTime,authorName,Message,Time,label
2023-03-20 23:09,Suchada Prasarnpan,ชื่นชมตำรวจ 191 ดีดี ทั้งสองท่าน,09:33,0
2023-03-20 23:09,Prath C,โชคดีเจอตำรวจ ตั้งใจทำงาน,09:41,0
2023-03-20 23:09,วาสนา พารวย,จะไว้ใจใครได้ แม้พ่อ คนอื่นอย่าหวัง:water_buffalo::water_buffalo::megaphone::megaphone:,09:43,2
2023-03-20 23:09,ทับทิม.,พ่อ อะไร แบบนี้,09:43,2
2023-03-20 23:10,rukpong ketkaew,ชาติชั่วจริง,09:54,2
2023-03-20 23:10,Wisanuwan Puengtumjit,ให้พ่อกราบเท้าขอโทษลูกสาวเลยดีมั๊ย พ่อจัญไรแบบนี้..,09:56,2
2023-03-20 23:10,App,สาธุ:person-turqouise-waving:,09:57,1
2023-03-20 23:10,ธีระชัย วงศ์วีรธร,มันยังเป็นคนได้ไง,10:00,2
2023-03-20 23:10,Pom noi,เซนเซอร์ทำไม ,10:05,2
2023-03-20 23:10,Pimrada Pumjan,เลวเกินบรรยาย,10:06,2
2023-03-20 23:10,หลิน หลิน,พ่อแอบหลงรักลูกตัวเอง:pleading_face:,10:07,1
2023-03-20 23:10,โสภา เส้วสกุล,สังคมเสื่อมทรามให้หอยกิเลสตัณหาครอบงำเห็นชีวิตคนไม่ใช่คน,10:08,2
2023-03-20 23:10,3Worlds,พ่อสัตว์,10:09,2
2023-03-20 23:10,doorthai yaiuodom,:pouting_face: ชาติชั่ว สุดๆ,10:11,2
2023-03-20 23:10,ปรัชญา วีรขจรศักดิ์,เดรัจฉานมาเกิด,10:11,2
2023-03-20 23:10,ชรัลชิดา น่ารักเสมอ,สารเลว,10:12,2
2023-03-20 23:10,กาลเวลา พิสูจน์ คน!,พ่อถ่าย..ขายคลิป..ชั่วจริงๆ:dothefive::dothefive::dothefive::dothefive:,10:14,2
2023-03-20 23:10,FF. Esan,จังไร,10:14,2
2023-03-20 23:10,S Safily,สารเลว:pouting_face::pouting_face::pouting_face::pouting_face:,10:16,2
2023-03-20 23:10,อัลฟ่า ⭐,ก็หน้าที่ของตำรวจอยู่เเล้วเเหล่ะ,10:24,1
2023-03-20 23:10,Feel Good,สัตว์นรก,10:24,2
2023-03-20 23:10,ratanachai khottum,เลว.จะเพลอหน้าทำไมคนเลวๆ,10:24,2
2023-03-20 23:10,Pipatpong SATTHA,โครตรทุเรศ,10:25,2
2023-03-20 23:10,Phairoj W.,เลวมาก,10:25,2
2023-03-20 23:10,นย.ผลังเงียบ,จะปิดหน้ามันทำไม,10:25,1
2023-03-20 23:10,วาสนา พารวย,มันทําได้ไง,10:26,2
2023-03-20 23:10,Sucha B,เหมือนสัตว์เดรัจฉานจริงๆไม่เลือก,10:27,2
2023-03-20 23:10,Pimrada Pumjan,ใจสัวต์,10:27,2
2023-03-20 23:10,วรรณา888,เ ล ว ช า ติ..,10:27,2
2023-03-20 23:10,њัחŋ่∂এ∩דវເວබד จึงใช้ใจสาดแสงเพื่อนำทาง,หดหู่,10:32,2
2023-03-20 23:10,App,สติ:person-turqouise-waving:สาธุ,10:33,0
2023-03-20 23:10,อวตาร อวตาร,ชั่วจริง ทำไม่คิด,10:34,2
2023-03-20 23:10,วาสนา เพรชเหลี่ยม,รับไม่ได้กับข่าวแบบนี้,10:37,1
2023-03-20 23:10,A02 Saohai,ขอชื่นชมตำรวจที่ช่วยเหลิอน้องเป็นกำลังใจให้น้องครับ,10:37,0
2023-03-20 23:10,เช็ดเข้ อาราเล่สังฆัง,หนังAVยังเซ็นเซอร์เเล้วทำไมจะเซ้นเซอร์ไม่ได้ อิอิ ,10:38,1
2023-03-20 23:10,สําหรับสมัคร ยูทูป,เลวกว่าหมาอีก,10:39,2
2023-03-20 23:10,tanpitcha .j,เลว สงสารน้องๆ :(,10:40,2
2023-03-20 23:10,แม่วแม๊ว,อี เห็น,10:45,2
2023-03-20 23:10,รัชนิลหรัญ พรดอนก่อ,ยุบได้ยุบดี ยุบตอนนี้ ยุบได้ก็ดีแล้ว(แฟนข่าว),10:46,1
2023-03-20 23:10,แพท แพท,ยุคสัตว์ในร่างคน,10:46,2
2023-03-20 23:10,อสูรพริกชี้ฟ้า🎀,ชิงหมาเกิดจริงๆ:pouting_face:,10:47,2
2023-03-20 23:10,ލ,สายหื่น ต้องรอด:face-green-smiling:,10:47,2
2023-03-20 23:10,ไร่ นนนท์,สารเลว ประหาชีวิต เมื่อใหร่จะมีกฎหมายแบบนี้,10:51,2
2023-03-20 23:10,Prath C,ขอบคุณตำรวจ191 ทั้งสองท่าน ที่ไม่นิ่งดูดาย,10:52,0
2023-03-20 23:11,App,:cat-orange-whistling:,10:52,1
2023-03-20 23:11,ต่อแวลา,คิดฮอดความเก่าตั่งแต่เป็นบ่าวเป็นสาวขึ้นไหม่,10:53,1
2023-03-20 23:11,Ni Ni,หื่นกามกับลูก,10:54,2
2023-03-20 23:11,เนตรนภา พิมพ์โคตร,เลวมาก,10:54,2
2023-03-20 23:11,แม่วแม๊ว,เห้ เอ้ย,10:55,2
2023-03-20 23:11,Jt Jt,เลวจริงๆไอ้พ่อแบบนี้สมควรติดคุกแล้ว,10:55,2
2023-03-20 23:11,แพท แพท,ยุคอุบาท,10:56,2
2023-03-20 23:11,mBar,ชั่ว,11:00,2
2023-03-20 23:11,Phairoj W.,ลูกตัวเองแท้ๆทำไม่ได้ยังไง,11:02,2
2023-03-20 23:11,ต้นเงิน,โคตรเลวเลย,11:03,2
2023-03-20 23:11,ธัชพันธุ์ ธัชพันธุ์,ไม่รู้จะพูดอะไรดี,11:03,1
2023-03-20 23:11,zs dsfzsfd,เซนเซอร์เพื่อ,11:05,2
2023-03-20 23:11,Opor,เลววววววววมาก ,11:06,2
2023-03-20 23:11,May Kanya,คนชั่วอย่างนี้ ปิดหน้ามันทำไม,11:07,2
2023-03-20 23:11,Lil Akar,มึงอย่าเรื่องตัวเองว่าพ่อเลยไอ้สวะ,11:09,2
2023-03-20 23:11,H Thai,สัตว์นรกมาเกิดเลวมาก,11:10,2
2023-03-20 23:11,Mr. Been,เดนมนุษย?,11:10,2
2023-03-20 23:11,หลิน หลิน,ตามลอยพ่อ,11:10,1
2023-03-20 23:11,tanpitcha .j,ไม่ควรมีพื้นที่ในสังคม เปิดหน้าม้นเลยค่ะ,11:10,2
2023-03-20 23:11,doorthai yaiuodom,:shushing_face:หนู บอกข้างบ้านดีกว่า ระวังน๊ะ ตำรวจเอาคลิปไปขายต่อ แน่ๆ ,11:11,1
2023-03-20 23:11,Pimrada Pumjan,จับมันไป,11:13,2
2023-03-20 23:11,Rittidech ฤทธิเดช,พ่อยาบ้าล่ะกะมั่ง,11:13,2
2023-03-20 23:11,pin lovely,คนระยำบัดซบ แบบนี้ มีเยอะจังประเทศนี้,11:14,2
2023-03-20 23:11,Peerapong Sinrajata,สังคมเสื่อมทรามขึ้นทุกวัน,11:16,2
2023-03-20 23:11,Wachara Toikratok,เลว,11:20,2
2023-03-20 23:11,akkara oro,อ้ายๆ,11:21,1
